word_french,aoa_mean,aoa_sd,frequency_mean,frequency_sd
pot,4.517857143,1.592005892,4.535714286,1.373887236
pouce,4.389321468,1.829272139,4.821428571,1.090483122
poudre,7.510714286,2.246069364,4.071428571,1.274495439
pouf,9.304783092,4.091428228,4.535714286,1.426784597
poule,3.994438265,1.790656755,3.678571429,1.278122797
poulpe,9.382647386,2.712377047,2.785714286,0.629940788
pour,5.034482759,1.966384161,6.464285714,1.137969044
pourpre,10.17619048,2.545223157,3.035714286,1.035737092
pousse,5.746384872,1.889415908,4.857142857,1.177388375
poutre,7.745272525,1.99461641,3.357142857,0.951189731
pré,8.14047619,11.20939671,3.75,1.377732974
prendre,5.497219132,1.85785169,6,1.247219129
près,5.925,1.626292589,5.821428571,1.516662306
presque,6.568409344,1.670747692,6.535714286,0.83808171
presse,8.729761905,2.836745748,5.178571429,1.188013325
prêt,6.993325918,2.925968271,5.428571429,1.525792361
prêtre,8.638487208,2.111412919,3.285714286,1.049061057
preuve,8.776418242,2.767320819,4.428571429,1.399168309
prime,11.32261905,3.056743064,3.678571429,0.944911183
prince,5.389321468,1.773763389,3.464285714,1.261455446
pris,5.708565072,1.997310019,5.678571429,1.248808956
prise,6.660714286,2.255262046,5.25,1.322875656
prisme,12.43571429,2.455114296,2.714285714,0.854493259
prix,5.921023359,1.792457315,5.571428571,1.288943622
pro,11.06117909,2.836778424,4.642857143,1.496026483
proche,7.065628476,2.467857893,5.107142857,1.065947178
proie,8.568409344,2.567371779,3.25,0.887151079
prompt,12.95467033,2.109126051,3.035714286,1.231745009
propre,5.389321468,1.754870335,5.571428571,1.288943622
prune,6.59621802,2.340848114,3.464285714,1.07089934
psy,11.84983315,2.627399057,5.321428571,1.44154165
puant,7.923248053,2.376407336,4,1.305260014
pub,6.988876529,2.385890425,5.964285714,1.318869967
puce,7.139043382,2.073384849,4.035714286,1.290482048
puer,6.032258065,1.481789096,4.285714286,1.242969648
puis,6.667487685,2.253623246,6.535714286,0.83808171
puisque,7.957730812,2.552249693,6.285714286,1.272418021
puits,6.706340378,2.142754734,3.142857143,0.84827868
pull,4.782758621,1.896457678,5.071428571,1.412341671
pulpe,8.635150167,2.446414976,3.785714286,1.315354983
punch,12.4297619,2.722617064,3.678571429,1.156417566
pur,8.820912125,2.151268693,4.321428571,1.306779231
purge,11.99489144,2.445464284,3.142857143,1.044005311
puzzle,5.13570634,2.015531094,3.178571429,0.862965234
quai,8.77753059,2.013929984,3.75,1.294575578
quand,5.706340378,2.173644677,6.785714286,0.498675494
quant,9.955952381,3.158822711,5,1.610152972
quart,7.753058954,2.252358382,4.785714286,1.853068383
quartz,10.17130145,2.915291535,3.035714286,1.07089934
quatre,3.996662959,1.19317053,5.25,1.456149158
que,5.711902113,1.81747787,7,0
quel,6.426028921,1.835726688,6.535714286,0.744468135
quelque,6.887652948,1.672677334,6.142857143,1.044005311
quête,9.925472747,2.634347158,3.607142857,1.196887498
queue,5.254926108,1.940620997,4.035714286,1.373887236
qui,7.239154616,11.12335526,6.642857143,0.678466993
quiche,6.601779755,2.592793984,4,1.186342028
quille,6.991101224,3.054698479,3.178571429,1.020296668
quinze,5.496106785,1.358367141,4.75,1.624465724
quitte,7.492769744,2.208974851,5.214285714,1.315354983
quiz,10.35261402,2.305206823,3.785714286,1.397276262
quoi,5.244716352,2.285531867,6.428571429,1.168366109
race,8.49054505,2.578238125,3.75,1.109721353
rafle,13.10851648,2.126613922,3,1.186342028
rage,8.677419355,2.153267085,3.571428571,0.690065559
raid,12.02669633,3.138042675,3.071428571,0.857583661
raide,8.48452381,2.884959013,3.928571429,1.08622934
raie,8.278086763,2.606856138,3.321428571,1.090483122
rail,6.889877642,2.441575377,3.464285714,0.999338405
râle,9.137931034,2.886751346,3.571428571,1.501322169
rame,7.285873192,2.297731467,3.571428571,0.997350989
rampe,8.108333333,2.846453732,3.714285714,1.301200097
ranch,9.706340378,2.606031053,2.821428571,1.020296668
rang,6.589285714,1.852305181,4.142857143,1.380131119
rap,11.24137931,2.265686062,4.178571429,1.362284884
râpe,7.953571429,2.321563088,3.642857143,0.9893614
rare,7.853170189,1.931626982,4.928571429,1.303231637
ras,9.222222222,2.405351177,3.857142857,1.55668893
rat,5.494994438,1.427080635,3.678571429,1.306779231
rate,10.92213571,3.376070121,3.392857143,1.685214256
règle,5.998887653,1.378014779,5.035714286,1.373887236
règne,9.034482759,2.323790008,3.25,1.1426091
rein,9.547619048,2.604152299,3.75,1.109721353
reine,5.636262514,2.013929984,3.214285714,0.956736074
rendre,5.892102336,1.944941053,5.178571429,1.415615857
rêne,7.826153846,2.560348534,2.75,1.1426091
renne,6.695238095,2.359622023,2.785714286,0.875897121
reste,6.06785317,1.760376304,5.678571429,1.278122797
rêve,5.280311457,1.765256081,5.214285714,1.166099635
rhum,10.31813126,3.412815821,3.75,1.236033081
rhume,6.031145717,2.055153501,4.25,1.236033081
riant,7.775862069,2.885755743,3.928571429,1.412341671
riche,6.52836485,1.972935153,4.642857143,1.161553421
ride,9.345939933,2.67686223,4.142857143,1.238705588
rien,4.822024472,1.55127419,6.642857143,0.55872114
rieur,8.531701891,2.729764258,3.821428571,1.248808956
rime,8.567296997,1.876853922,4.142857143,1.007905261
ring,10.16907675,2.300070125,2.928571429,0.899735411
rire,4.923248053,1.745655129,5.678571429,1.156417566
risque,8.034482759,2.175622516,4.857142857,0.890870806
rive,8.390433815,2.286002286,3.285714286,0.937180281
riz,4.783092325,1.44207139,5.142857143,1.044005311
robe,4.56618465,1.500537538,4.392857143,1.165532328
roc,9.735714286,2.871981174,2.928571429,0.939998874
roche,8.134593993,2.650218088,3.321428571,1.020296668
rock,9.245828699,2.765766144,4.892857143,1.423071423
roi,5.565072303,1.725831575,3.321428571,0.944911183
rôle,8.619047619,2.397316507,4.535714286,1.170063083
rompre,10.74082314,2.6940795299999998,3.892857143,1.165532328
rond,4.253615128,1.623748484,4.357142857,1.253566341
ronde,5.145717464,2.124612552,4.178571429,1.389206313
rose,4.426028921,1.427080635,4.464285714,1.104943198
roue,5.426028921,1.603088417,4.142857143,1.238705588
roué,11.56577267,2.312953457,3.25,1.109721353
rouer,11.32619048,2.431592827,3.071428571,1.11980724
rouge,3.819799778,1.257237114,5.464285714,1.426784597
rouille,8.38487208,2.91086212,3.071428571,0.71639899
route,4.931034483,1.693123347,5.678571429,1.090483122
roux,6.958843159,2.495587504,3.785714286,1.343217333
ruche,7.311457175,2.152268121,3.071428571,0.978607152
rude,10.13570634,2.337170424,3.607142857,1.065947178
rue,5.24916574,2.028294479,6,1.217161239
ruée,10.10595238,2.157318472,3.25,0.927960727
ruelle,9.745272525,2.728582286,3.714285714,1.329359157
ruer,10.25357143,2.155186207,3.571428571,1.317364693
ruine,9.295238095,2.598850321,3.357142857,0.826159599
ruse,8.567296997,1.929399037,3.964285714,1.318869967
rustre,11.55,2.372253403,2.821428571,0.983326607
rythme,8.31701891,2.212379636,4.75,1.481365736
sa,4.816462736,1.681013519,6.785714286,0.568112069
sable,6.810901001,9.190106883,3.285714286,0.937180281
sabre,9.14559387,2.603994658,2.928571429,0.71639899
sac,5.063403782,1.753031169,6,1.186342028
sacre,11.28690476,2.296674257,3,1.054092553
sage,4.850945495,1.777396913,4.571428571,1.399168309
sain,10.06117909,2.591134596,3.964285714,1.318869967
saint,8.528735632,2.039833214,3.714285714,1.150109266
sale,4.672969967,2.063507818,5.214285714,1.343217333
salle,6.211904762,2.196130348,5.964285714,1.07089934
sang,5.355951057,1.446538322,4.571428571,0.959497223
sangle,9.84047619,2.648790659,3.178571429,0.722832465
sans,5.780867631,2.30287338,6.392857143,1.030615987
saoul,9.599555061,3.353380576,4.142857143,1.268252975
sauce,5.850945495,2.055676641,5,1.054092553
sauf,7.070077864,2.21335147,6.035714286,1.137969044
saut,6.101223582,2.279407582,4.214285714,1.066567456
sauve,7.648786718,2.654116609,3.785714286,0.956736074
scalp,11.21666667,2.715642216,2.428571429,0.572749795
sceau,9.689285714,3.583005866,2.857142857,0.890870806
scène,8.563959956,2.199217847,4.357142857,1.026114055
sceptre,10.18214286,2.630720368,2.607142857,0.628890011
scie,6.638487208,1.964195641,3.25,1.004618962
science,9.209121246,1.948255354,5.178571429,1.362284884
scier,7.219667944,2.389426627,3.285714286,0.712696645
sciure,12.17130145,12.62928837,2.678571429,0.862965234
scoop,12.39880952,2.245045631,4.285714286,1.212806444
score,7.887652948,2.502901542,4.678571429,1.248808956
scotch,6.243604004,1.948255354,4.107142857,0.994029797
scribe,11.23361823,3.124665224,2.321428571,0.722832465
script,12.59733037,2.650623785,2.857142857,0.705233647
seau,5.359288098,2.642904886,3.321428571,0.772373515
sec,6.456062291,2.459128266,4.857142857,1.325373063
sèche,7.315906563,2.841323332,4.392857143,1.314852075
secte,10.810901,2.541272224,3.464285714,0.922241346
seigle,9.73452381,3.450970212,3,1.018350154
sein,7.289285714,2.397556227,4.964285714,1.452511053
seize,5.531701891,1.258946479,4.928571429,1.412341671
sel,5.139043382,1.516220542,6.107142857,0.831744517
self,11.8339719,2.148432812,4.285714286,1.181873681
selle,7.50952381,1.998850244,3.035714286,0.922241346
sens,6.779755284,2.603554229,5.071428571,1.385869734
sept,4.424916574,1.399692747,5.214285714,1.618347187
serf,10.76121795,2.77931923,2.428571429,0.835710894
serre,8.850945495,2.773530804,3.857142857,1.778769565
ses,5.366666667,1.946408422,6.678571429,0.722832465
set,10.41490545,2.983106557,3.321428571,1.020296668
seuil,10.1797619,2.60613776,4.285714286,1.356933986
seul,5.565072303,1.960908282,5.678571429,1.306779231
sève,8.740823137,2.501612383,2.964285714,0.83808171
sexe,8.559510567,2.692083176,5.464285714,1.137969044
short,5.458286986,2.132190554,3.464285714,0.881166855
show,11.21904762,1.942861972,4.035714286,1.231745009
si,5.669632925,2.363249085,6.928571429,0.262265264
siècle,8.492769744,2.224013615,3.892857143,1.342724861
siège,6.136818687,2.42877021,5.071428571,1.274495439
sien,5.637374861,2.127141552,5.857142857,1.325373063
sieste,4.537263626,1.979464465,5.035714286,1.104943198
sigle,11.61904762,2.279342515,3.285714286,1.083791112
signe,6.811904762,2.347901974,5.107142857,1.165532328
simple,6.638487208,1.85958719,5.464285714,1.104943198
singe,4.709677419,1.232184877,3.428571429,1.199647214
site,10.21666667,2.702914561,5.035714286,1.373887236
six,4.424916574,1.136869877,5.214285714,1.44932022
skate,9.814238042,2.216264415,3.607142857,1.13330999
sketch,10.45606229,2.404297228,3.892857143,1.286375491
ski,6.887652948,2.048865409,3.107142857,1.314852075
skier,7.34705228,2.407425788,2.785714286,0.994694923
skieur,7.436904762,2.011747111,3.035714286,0.961562881
slave,12.49054505,2.871813334,2.678571429,1.156417566
slip,5.174638487,1.651978286,4.464285714,0.999338405
slow,10.27586207,2.049390153,3.214285714,0.875897121
snack,11.73859844,2.486955214,4.5,1.503083251
snob,11.38598443,2.713169792,3.642857143,1.095928009
sobre,11.67408231,1.946598909,3.857142857,1.268252975
socle,10.25119048,2.059181848,3.321428571,1.020296668
soeur,4.17352614,1.760376304,5.785714286,1.227980663
soi,8.955952381,3.092631212,5.607142857,1.314852075
soie,9.816462736,2.385890425,3.5,1.071516751
soif,4.604004449,2.528121407,6.142857143,1.177388375
soin,7.453837597,2.608917709,4.785714286,1.370513363
soir,4.852057842,1.96966238,6.142857143,1.177388375
soit,8.847608454,3.149330019,5.714285714,1.356933986
sol,5.421579533,2.261410731,4.785714286,1.257780021
solde,10.56284761,2.468293564,4.142857143,1.145499591
sombre,7.530589544,2.629035556,4.214285714,1.397276262
somme,7.066740823,2.393539692,4.821428571,1.278122797
son,5.953571429,2.261369741,6,1.305260014
sonde,12.27697442,1.99137927,3.607142857,1.523623501
songe,10.58214286,2.230664042,3.428571429,1.103146054
sort,6.994438265,2.034646148,4.785714286,1.397276262
sorte,8.21134594,2.513191006,5.285714286,1.383959506
sot,8.847619048,2.598850321,3.25,1.265642861
sou,6.06785317,2.272793743,4.178571429,1.785820103
souche,9.357063404,3.050118982,3.214285714,0.875897121
soude,10.91826309,2.677676369,3.25,1.205696356
souffle,6.21134594,2.591549543,4.285714286,1.181873681
soufre,11.67074527,2.618380029,3.285714286,1.272418021
souk,11.24249166,3.790196749,3.107142857,1.030615987
soupe,4.783092325,1.465003945,4.107142857,1.286375491
souple,7.597330367,2.371878254,4.535714286,1.318869967
source,7.922135706,2.435401978,4.357142857,1.366647309
sourd,6.816462736,1.938850119,4.285714286,1.242969648
sous,5.389321468,2.163231354,6.142857143,1.325373063
spasme,12.95952381,2.330211376,3.178571429,1.218790275
spectre,11.9202381,2.920596695,3.25,1.1426091
sphère,10.5272525,2.519173785,3.107142857,0.956044541
sphinx,9.674082314,2.335789798,2.642857143,0.869835477
sport,6.137931034,1.632993162,4.928571429,0.899735411
spot,11.20689655,2.503331114,3.678571429,1.248808956
spray,10.1701891,2.528971911,3.964285714,1.400585667
sprint,10.39880952,2.393717832,3.142857143,0.890870806
squash,12.95054945,2.967192748,2.857142857,1.145499591
stable,9.489432703,2.522159853,4.178571429,0.944911183
stade,7.705228031,2.263311875,4.392857143,1.100144291
stage,11.31701891,2.914553766,4.428571429,1.03381965
stand,9.545238095,2.651393041,3.321428571,1.188013325
star,8.496106785,1.99461641,4.785714286,1.066567456
steak,6.58452381,2.658536457,4.821428571,1.334820599
stock,10.10233593,2.822337931,4.071428571,0.857583661
stop,4.994438265,1.899065984,5.821428571,1.218790275
stress,10.70967742,2.579072101,5.285714286,1.356933986
stretch,13.21428571,2.98270879,3.071428571,0.978607152
strict,8.598442714,2.259032051,4.071428571,1.184109962
string,13.3192436,1.843325653,4.785714286,1.315354983
style,10.02558398,2.46262383,5.142857143,1.483596374
su,8.075555556,2.044379412,4.785714286,1.618347187
suant,9.994047619,2.290660699,3.107142857,1.100144291
sucre,4.35483871,1.346440948,5.75,0.967049733
sud,7.033370412,1.224305816,4.357142857,1.520581899
suée,9.449553001,2.824941693,3.5,0.962250449
suer,8.639599555,2.350017158,3.964285714,1.104943198
sueur,8.600667408,2.061943962,4.035714286,0.999338405
suite,6.847619048,1.659524929,5.607142857,1.227441957
suivre,6.352614016,2.472646051,5.285714286,1.212806444
sur,4.959955506,1.984889152,6.678571429,0.772373515
sûr,6.808333333,2.385058856,5.821428571,1.278122797
surf,9.844271413,2.43407707,3.035714286,1.261455446
table,4.069047619,1.595971941,6.285714286,0.975900073
tache,5.59047619,2.431592827,4.642857143,1.339272487
tâche,7.600667408,2.591964423,5.285714286,1.181873681
tacle,11.16685206,2.805907746,3.25,1.1426091
tact,11.32261905,2.809875851,3.428571429,1.069044968
tag,10.63626251,2.433635274,3.535714286,0.999338405
taille,5.846428571,2.053592311,4.678571429,1.306779231
tant,7.705228031,2.618380029,5.928571429,1.412341671
tante,5.457174638,1.896799795,3.928571429,1.245096201
tape,5.219132369,1.742572564,4.428571429,1.168366109
tard,6.351501669,2.455189807,5.928571429,1.331347728
tarte,5.244716352,2.314517066,4.392857143,1.286375491
tas,6.104560623,2.588228106,4.5,1.503083251
tasse,5.778642937,2.141248756,5.5,1
taupe,6.741935484,2.111412919,3.178571429,0.818923025
taux,12.23804227,2.890845767,4.75,1.265642861
taxe,11.59510567,2.768486252,3.857142857,1.325373063
te,5.351501669,2.482194658,6.392857143,1.13330999
teigne,10.31813126,2.56527682,3.428571429,0.959497223
teindre,9.438095238,1.910647721,3.892857143,1.286375491
teint,9.433333333,2.403063179,4.071428571,1.015749
teinte,9.530589544,2.290231711,3.535714286,0.881166855
tel,8.709677419,2.405191518,6,1.122167215
temple,9.552380952,2.112905066,3.25,0.844371342
temps,5.992213571,1.978377743,6.178571429,0.944911183
tendre,7.848275862,2.736723437,4.607142857,1.227441957
tente,6.744160178,1.500537538,3.571428571,1.47644647
terme,10.41762452,2.169538327,4.75,1.481365736
terne,10.09788654,2.721479673,3.571428571,0.790151014
terre,4.77753059,1.876853922,4.75,1.481365736
tes,5.283648498,1.606438658,6.785714286,0.498675494
test,9.03003337,2.261886167,5,1.154700538
tête,3.923248053,1.856693789,5.25,1.1426091
texte,6.526140156,2.06507049,5.571428571,1.199647214
thé,7.285873192,2.08476295,5.25,1.322875656
thème,10.06562848,2.328874388,4.785714286,1.423536099
thermes,11.55951057,2.765377339,3.25,1.322875656
thèse,14.5452381,2.545223157,4.035714286,1.477789712
thon,6.63403782,2.538732221,3.964285714,1.07089934
thym,9.561735261,3.164317182,3.607142857,1.030615987
tic,8.139043382,2.89233321,4,1.305260014
tiède,6.563959956,2.074421801,4.928571429,1.11980724
tien,5.318131257,2.060900732,6.214285714,1.315354983
tiers,10.63292547,3.302003302,4.142857143,1.177388375
tige,7.312569522,2.515756796,3.642857143,1.12921755
tigre,4.994047619,2.134823474,3.142857143,1.177388375
timbre,6.530589544,1.54223689,4.285714286,1.383959506
tique,8.630952381,2.353769293,3.035714286,0.922241346
tir,7.35483871,1.792457315,4,1.154700538
titre,6.888765295,1.783436335,5.035714286,1.598196735
toast,9.493882091,2.959584394,3.607142857,0.994029797
toc,9.770238095,4.065696134,3.714285714,1.356933986
toi,4.176863181,1.688035061,6.821428571,0.611832186
toile,7.746384872,1.799043952,3.785714286,0.917207633
toit,5.779755284,2.027764275,3.928571429,1.245096201
tôle,9.885428254,3.091785857,3.25,1.377732974
tombe,7.291666667,2.666307447,4.107142857,1.547741143
tome,10.37420179,2.931903667,3.357142857,1.253566341
ton,5.392658509,1.838068177,6.357142857,1.19301317
tondre,7.58452381,1.86590707,3.607142857,1.257254084
tong,8.56618465,3.324396622,3.357142857,1.366647309
tonne,8.355951057,2.055676641,3.607142857,1.165532328
top,9.098998888,2.604380099,5.321428571,1.44154165
torche,8.167964405,2.37685977,3.357142857,1.311326321
tordre,7.741935484,2.567371779,3.75,0.844371342
tort,7.886540601,2.438490631,4.928571429,1.152407188
tôt,6.213570634,1.621097464,5.928571429,1.015749
touche,5.954761905,2.448551061,5.392857143,1.370030703
touffe,8.707452725,2.718712535,3.928571429,1.08622934
tourte,9.139043382,2.726216804,3.571428571,1.372442306
tous,5.493882091,1.700727232,6.678571429,0.669636243
tout,6.027808676,2.676058729,6.642857143,0.780042056
toux,6.9243604,2.182038112,3.892857143,0.994029797
trac,9.600667408,2.172160116,3.678571429,1.090483122
trace,7.028921023,1.753031169,4.285714286,1.11744228
tract,11.67943806,2.622374361,3.75,1.004618962
train,5.068965517,1.932183566,4.285714286,1.181873681
traîne,7.777380952,2.860953944,4.142857143,1.458418365
traire,7.285714286,2.212815339,2.928571429,1.08622934
trait,5.172413793,2.569046516,4.392857143,1.342724861
traite,8.918263091,3.177817202,3.857142857,1.353029132
traître,10.02669633,2.825003568,3.571428571,0.997350989
trame,14.46071429,12.00675097,3.392857143,1.227441957
tranche,6.280311457,2.432309403,5.035714286,1.477789712
transe,12.66071429,2.161576691,3.142857143,0.84827868
trappe,9.280311457,2.140746528,3.178571429,0.818923025
traque,10.88095238,2.590877009,3.535714286,1.170063083
trèfle,6.476190476,2.154919525,3.285714286,1.013141168
treize,5.244716352,1.300124064,4.928571429,1.537881454
trente,5.781979978,1.375671879,4.642857143,1.366647309
très,5.213570634,1.514801524,6.392857143,1.100144291
tresse,6.209121246,1.730808749,3.5,0.922958207
trêve,10.95550612,2.465678384,3.285714286,1.11744228
tri,7.562847608,2.241831049,4.75,1.174576362
triche,6.282536151,2.088370255,4,1.088662108
tringle,9.920238095,2.648139664,3.107142857,0.831744517
triple,8.605116796,1.785846385,3.928571429,1.11980724
triste,5.349276974,1.96200468,4.857142857,1.353029132
troc,10.20355951,2.560661877,3.142857143,0.970463261
trompe,6.850945495,2.66316975,4.25,1.601503923
tronc,6.066740823,1.80620198,3.678571429,1.156417566
trône,7.657142857,2.698658671,3.035714286,0.792658109
trop,5.672969967,1.929956264,6.25,1.350582865
trot,8.450500556,2.632305502,3.178571429,1.278122797
trotte,7.890989989,2.395784829,3.857142857,1.325373063
trou,4.994438265,1.984889152,4.535714286,1.400585667
trouble,9.76547619,2.608782691,4.571428571,1.288943622
trouille,7.280311457,2.526419541,4.214285714,0.956736074
troupe,9.387096774,2.667204247,3.964285714,0.961562881
trousse,8.020022247,10.93244161,4.821428571,1.492042384
truc,5.282536151,2.023517644,5.75,1.294575578
truffe,9.34705228,3.14044035,3.357142857,1.026114055
truie,7.325,2.591098822,2.857142857,0.705233647
truite,9.80756396,10.65136672,3.25,0.967049733
tu,3.959955506,1.790656755,6.75,0.700528901
tube,7.747497219,1.92158089,4.357142857,1.026114055
tué,6.711902113,1.279280712,4.428571429,1.619981057
tuer,6.854282536,2.124612552,4.5,1.452966315
tueur,7.639599555,2.03041391,4.107142857,0.916486274
tuile,7.281423804,2.001612253,3.464285714,1.07089934
turc,10.10595238,2.941772083,3.857142857,1.580302027
type,8.713014461,1.868815967,5.428571429,1.345185418
un,3.461624027,1.308368433,6.75,0.799305254
urne,9.921023359,2.383184821,3.035714286,0.83808171
vache,4.17352614,1.68293139,3.607142857,1.13330999
vague,6.49054505,2.246622315,3.785714286,1.343217333
vain,11.51428571,2.567703925,3.571428571,1.372442306
vaincre,9.51547619,2.284631312,3.964285714,1.290482048
valse,8.532814238,2.540849066,2.964285714,1.104943198
valve,11.52502781,3.180248181,2.892857143,0.956044541
vanne,10.92081737,2.401251726,3.75,1.205696356
vase,6.066740823,2.064549731,3.607142857,1.030615987
vasque,12.26086957,2.692582404,2.607142857,0.916486274
vaste,9.480952381,2.080008842,4,1.154700538
veau,5.919911012,2.675656888,3.428571429,0.920087412
veille,8.46051168,2.345895523,4.571428571,1.47644647
veine,8.954761905,2.434427403,4.107142857,1.370030703
vendre,6.779755284,1.801433121,4.857142857,1.112697281
vent,4.73452381,1.381736372,4.785714286,1.066567456
vente,7.462736374,1.875707752,4.535714286,1.261455446
ventre,4.17816092,1.7436255,5.535714286,1.231745009
ver,6.713014461,2.821194744,3.357142857,1.253566341
verbe,6.604004449,1.609781926,5.107142857,1.448863813
verre,4.245828699,1.784039153,6.464285714,0.83808171
vers,7.177975528,2.339469658,5.857142857,1.43279798
vert,3.963292547,1.388896057,4.714285714,1.356933986
veste,6.070077864,2.21335147,5.5,1.03637545
veuf,10.49425287,2.318802987,3.142857143,1.044005311
via,12.34593993,3.250475565,4.178571429,1.564740457
viande,4.745272525,1.94383503,5.607142857,1.286375491
vice,11.38264739,2.797079891,3.535714286,1.035737092
vide,5.926585095,2.093512765,5.25,1.322875656
vie,6.063403782,2.161739642,5.285714286,1.436486012
vierge,9.885428254,2.8564208,3.857142857,1.380131119
vieux,5.177975528,1.485412944,5.071428571,1.412341671
vif,8.957730812,2.140244183,3.964285714,1.104943198
vigne,8.420467186,2.891589584,3,0.7200823
ville,6.028921023,1.951012971,5.357142857,1.366647309
vin,6.266922095,2.335736506,4.535714286,1.231745009
vingt,5.674082314,1.43384587,4.75,1.530553035
viol,11.8487208,2.304740323,3.785714286,1.133893419
viole,11.73095238,2.300424748,3.75,1.1426091
vis,7.389321468,2.193832999,4.357142857,1.471061237
vite,4.890989989,1.392761626,5.857142857,1.112697281
vitre,6.101223582,2.393539692,4.714285714,1.083791112
vive,9.728571429,8.231981368,4.928571429,1.585316219
vivre,6.529477197,1.81747787,5.142857143,1.353029132
voeu,7.182142857,2.733571618,3.178571429,0.772373515
vogue,11.88122605,2.596416629,3.142857143,1.078898125
voie,8.295238095,1.910647721,4.428571429,1.345185418
voile,7.677419355,2.470470766,3.428571429,0.997350989
voir,5.066740823,2.096592217,6.071428571,1.184109962
voix,5.767857143,2.02994819,4.964285714,1.373887236
vol,6.674082314,1.670103982,4,1.054092553
volt,11.46718576,2.953401538,3.214285714,0.786795792
vos,5.889877642,1.904719662,6.678571429,0.547964005
vote,9.134593993,2.481328122,3.928571429,1.463850109
votre,6.464961068,2.406532329,6.535714286,0.692934867
vous,5.278086763,1.878571867,6.821428571,0.475594866
voûte,10.59621802,3.078891017,2.892857143,0.916486274
vrac,9.286904762,2.355965771,4.285714286,1.11744228
vu,4.926585095,2.093512765,6.107142857,1.030615987
vue,6.463848721,2.1577567,5.5,1.170628195
zèbre,7.414905451,11.13697706,2.785714286,0.629940788
zèle,11.66309524,3.223655382,2.892857143,1.100144291
zen,11.31590656,2.634347158,4.642857143,1.496026483
zinc,12.49499444,2.61468146,2.5,0.793492048
zone,8.991101224,2.932208973,4.678571429,1.248808956
zoom,10.03337041,2.136724455,4.428571429,0.997350989
FALSE,5.245828699,1.499820778,6.178571429,1.055973184
TRUE,4.745272525,1.782833313,6.464285714,0.881166855
